-DOCSTART- -X- -X- O
. O O O

who O O B-ORG
is O O O
the O O O
latest O O O
target O O B-ORG
? O O O

very O O O
also O O O
story O O O
with O O O
enron O O B-ORG
. O O O

a O O O
source O O B-PER
tell O O O
us O O B-ORG
enron O O B-ORG
is O O O
considering O O O
suing O O O
its O O B-ORG
own O O B-ORG
investment O O O
bankers O O B-ORG
for O O O
giving O O O
it O O B-ORG
bad O O O
financial O O O
advice O O O
. O O O

of O O O
course O O O
, O O O
the O O O
notorious O O O
energy O O O
trader O O B-ORG
is O O O
the O O O
subject O O B-ORG
of O O O
a O O O
slew O O O
of O O O
investigations O O O
for O O O
alleged O O O
financial O O O
trickery O O O
. O O O

enron O O B-ORG
may O O O
actually O O O
try O O O
to O O O
blame O O O
its O O B-ORG
bankers O O B-ORG
, O O O
including O O O
jpmorgan O O B-ORG
chase O O I-ORG
and O O O
citigroup O O B-ORG
, O O O
for O O O
dishing O O O
out O O O
advice O O O
that O O O
actually O O O
helped O O O
the O O O
company O O B-ORG
's O O O
downfall O O O
. O O O

the O O O
latest O O O
move O O O
here O O O
is O O O
part O O O
of O O O
a O O O
new O O O
bush O O O
by O O O
enron O O B-ORG
's O O O
new O O O
chief O O O
executive O O B-PER
to O O O
settle O O O
pending O O O
litigation O O O
. O O O

jpmorgan O O B-ORG
, O O O
citigroup O O B-ORG
, O O O
and O O O
other O O O
advisers O O B-ORG
have O O O
already O O O
been O O O
sued O O O
by O O O
shareholders O O B-PER
and O O O
they O O B-ORG
also O O O
face O O O
regulatory O O O
investigations O O O
. O O O

let O O O
' O O O
s O O B-PER
turn O O O
our O O B-PER
attention O O O
to O O O
wall O O B-ORG
street O O I-ORG
. O O O

we O O B-PER
've O O O
got O O O
some O O O
green O O O
arrows O O O
here O O O
. O O O

stocks O O O
are O O O
struggling O O O
to O O O
hold O O O
on O O O
to O O O
modest O O O
gains O O O
right O O O
now O O O
. O O O

we O O B-PER
've O O O
got O O O
solid O O O
corporate O O O
profit O O O
reports O O O
today O O O
. O O O

and O O O
of O O O
course O O O
a O O O
little O O O
momentum O O O
after O O O
yesterday O O O
's O O O
rally O O O
. O O O

and O O O
let O O O
' O O O
s O O B-PER
have O O O
a O O O
look O O O
at O O O
the O O O
dow O O O
jones O O O
industrial O O O
average O O O
. O O O

it O O O
is O O O
up O O O
by O O O
a O O O
little O O O
more O O O
than O O O
five O O O
points O O O
. O O O

it O O O
's O O O
been O O O
zigging O O O
and O O O
zagging O O O
between O O O
green O O O
and O O O
red O O O
. O O O

right O O O
now O O O
, O O O
holding O O O
on O O O
to O O O
the O O O
green O O O
. O O O

and O O O
the O O O
nasdaq O O B-ORG
composite O O O
also O O O
in O O O
positive O O O
territory O O O
right O O O
now O O O
, O O O
still O O O
. O O O

the O O O
nasdaq O O B-ORG
at O O O
its O O O
highest O O O
level O O O
in O O O
nearly O O O

2003-05-28 O O O
13:33:48 O O O

news O O O
story O O O

2003-04-08 O O O
12:34:47 O O O

* O O O
* O O O
hamburg O O B-GPE
, O O O
germany O O B-GPE
. O O O

central O O B-ORG
command O O I-ORG
says O O O
the O O O
iraqis O O B-PER
shot O O O
down O O O
an O O O
a-10 O O O
tank O O O
killer O O B-VEH
today O O O
. O O O

officials O O B-PER
report O O O
that O O O
the O O O
plane O O B-VEH
was O O O
apparently O O O
down O O O
with O O O
a O O O
surface O O O
to O O O
air O O O
missile O O B-WEA
. O O O

it O O O
happened O O O
near O O O
the O O O
baghdad O O B-GPE
airport O O B-FAC
which O O B-FAC
is O O O
in O O O
u.s O O B-GPE
. O O O

hands O O O
. O O O

pilot O O B-PER
said O O O
they O O B-PER
're O O O
doing O O O
well O O O
. O O O

all O O O
right O O O
. O O O

u.s O O B-GPE
. O O O
marines O O B-PER
entered O O O
southeastern O O O
baghdad O O B-LOC
today O O O
and O O O
found O O O
dozens O O O
of O O O
chemical O O O
suits O O O
masks O O O
and O O O
atropine O O O
injecters O O O
. O O O

they O O B-PER
found O O O
it O O O
at O O O
an O O O
industrial O O O
complex O O B-FAC
. O O O

material O O O
has O O O
been O O O
haiftly O O O
abandon O O O
. O O O

the O O O
iraqi O O B-GPE
government O O B-GPE
reports O O O
1252 O O O
civilians O O B-PER
have O O O
been O O O
killed O O O
in O O O
the O O O
war O O O
. O O O

these O O O
figures O O O
come O O O
to O O O
us O O B-ORG
from O O O
abu O O B-ORG
dhabi O O I-ORG
television O O I-ORG
. O O O

they O O O
can O O O
not O O O
be O O O
verified O O O
by O O O
cnn O O B-ORG
. O O O

the O O O
iraqi O O B-GPE
government O O B-GPE
has O O O
not O O O
released O O O
the O O O
information O O O
or O O O
military O O O
casualties O O O
at O O O
all O O O
. O O O

now O O O
back O O O
to O O O
wolf O O B-PER
blitzer O O I-PER
and O O O
our O O B-ORG
continuing O O O
coverage O O O
of O O O
the O O O
war O O O
in O O O
iraq O O B-GPE
. O O O

2003-04-08 O O O
12:35:50 O O O

news O O O
story O O O

2003-06-17 O O O
07:32:18 O O O

the O O O
same O O O
part O O B-LOC
of O O O
the O O O
world O O B-LOC
, O O O
high O O O
winds O O O
, O O O
high O O O
seas O O B-LOC
, O O O
three O O O
fishermen O O B-PER
rescued O O O
near O O O
vancouver O O B-GPE
by O O O
a O O O
royal O O B-ORG
caribbean O O I-ORG
cruise O O B-VEH
ship O O I-VEH
. O O O

the O O O
men O O B-PER
held O O O
on O O O
the O O O
sinking O O O
vessel O O B-VEH
until O O O
the O O O
passenger O O B-PER
ship O O B-VEH
was O O O
able O O O
to O O O
reach O O O
them O O B-PER
. O O O

a O O O
cruise O O O
line O O B-ORG
spokesman O O B-PER
said O O O
if O O O
it O O O
were O O O
not O O O
for O O O
the O O O
fisherman O O B-PER
's O O O
protective O O O
suits O O O
, O O O
they O O B-PER
probably O O O
would O O O
not O O O
have O O O
stayed O O O
warm O O O
enough O O O
to O O O
survive O O O
. O O O

the O O O
same O O O
part O O B-LOC
of O O O
the O O O
world O O B-LOC
in O O O
which O O B-LOC
we O O B-PER
had O O O
that O O O
other O O O
incident O O O
the O O O
other O O O
day O O O
, O O O
about O O O
52 O O O
degrees O O O
that O O O
water O O O
temp O O O
. O O O

that O O O
is O O O
chilly O O O
. O O O

that O O O
's O O O
a O O O
job O O O
, O O O
huh O O O
? O O O

here O O O
is O O O
jack O O B-PER
. O O O

question O O O
of O O O
the O O O
day O O O
. O O O

worst O O O
job O O O
you O O B-PER
ever O O O
snad O O O
high-profile O O O
people O O B-PER
who O O B-PER
are O O O
taking O O O
it O O O
on O O O
the O O O
arthur O O O
and O O O
heading O O O
for O O O
other O O O
places O O O
. O O O

the O O O
lady O O B-PER
at O O O
the O O O
pentagon O O B-ORG
saying O O O
she O O B-PER
was O O O
leaving O O O
, O O O
saying O O O
it O O O
had O O O
been O O O
an O O O
honor O O O
serving O O O
her O O B-PER
post O O O
but O O O
she O O B-PER
's O O O
leaving O O O
for O O O
personal O O O
reasons O O O
. O O O

frank O O B-PER
keating O O I-PER
leaving O O O
a O O O
commission O O B-ORG
set O O O
up O O O
to O O O
look O O O
into O O O
allegations O O O
of O O O
sex O O O
abuse O O O
in O O O
the O O O
catholic O O B-ORG
church O O I-ORG
, O O O
he O O B-PER
decided O O O
to O O O
quit O O O
after O O O
he O O B-PER
made O O O
comments O O O
comparing O O O
uncooperative O O O
church O O B-ORG
bishops O O B-PER
to O O O
la O O B-PER
cosa O O I-PER
nosta O O I-PER
, O O O
other O O O
folks O O B-PER
, O O O
ari O O B-PER
fleischer O O I-PER
. O O O

we O O B-PER
thought O O O
it O O O
might O O O
be O O O
interesting O O O
to O O O
share O O O
tales O O O
of O O O
the O O O
worst O O O
job O O O
you O O B-PER
ever O O O
had O O O
. O O O

why O O O
did O O O
you O O B-PER
leave O O O
it O O O
? O O O

you O O B-PER
can O O O
e-mail O O O
us O O B-PER
-- O O O
this O O O
done O O O
count O O O
, O O O
sorry O O O
. O O O

crews O O B-PER
all O O O
going O O O
, O O O
this O O O
one O O O
right O O O
here O O O
? O O O

working O O O
with O O O
us O O B-PER
. O O O

i O O B-PER
spent O O O
one O O O
summer O O O
at O O O
the O O O
university O O B-ORG
of O O I-ORG
nevada O O I-ORG
waxing O O O
dormer O O O
to O O O
floors O O O
and O O O
moving O O O
furniture O O O
in O O O
buildings O O B-FAC

2003-06-17 O O O
07:33:38 O O O

news O O O
story O O O

2003-04-16 O O O
13:37:49 O O O

seven O O O
former O O O
p.o.w.s O O B-PER
are O O O
getting O O O
one O O O
step O O O
closer O O O
to O O O
home O O B-GPE
. O O O

they O O B-PER
'll O O O
be O O O
arriving O O O
at O O O
ramstein O O B-FAC
air O O I-FAC
base O O I-FAC
in O O O
germany O O B-GPE
a O O O
few O O O
hours O O O
from O O O
now O O O
. O O O

once O O O
doctors O O B-PER
there O O B-FAC
say O O O
they O O B-PER
are O O O
good O O O
to O O O
go O O O
, O O O
the O O O
seven O O B-PER
will O O O
head O O O
stateside O O B-GPE
. O O O

doctors O O B-PER
in O O O
kuwait O O B-GPE
have O O O
already O O O
said O O O
the O O O
six O O O
men O O B-PER
and O O O
one O O O
woman O O B-PER
are O O O
in O O O
good O O O
shape O O O
, O O O
so O O O
they O O B-PER
may O O O
not O O O
have O O O
to O O O
stay O O O
in O O O
germany O O B-GPE
very O O O
long O O O
. O O O

the O O O
former O O O
p.o.w.s O O B-PER
were O O O
rescued O O O
sunday O O O
about O O O
75 O O O
miles O O O
north O O O
of O O O
baghdad O O B-GPE
. O O O

they O O B-PER
've O O O
been O O O
sticking O O O
close O O O
together O O O
ever O O O
since O O O
. O O O

medical O O O
officers O O B-PER
say O O O
they O O B-PER
became O O O
a O O O
team O O B-PER
while O O O
in O O O
captivity O O O
and O O O
want O O O
to O O O
stay O O O
together O O O
as O O O
a O O O
team O O B-PER
until O O O
it O O O
's O O O
time O O O
to O O O
go O O O
to O O O
their O O B-PER
separate O O O
homes O O B-GPE
. O O O

2003-04-16 O O O
13:38:20 O O O

news O O O
story O O O

2003-03-12 O O O
08:36:01 O O O

another O O O
story O O O
out O O O
of O O O
belgrade O O B-GPE
, O O O
violence O O O
at O O O
the O O O
highest O O O
form O O O
. O O O

the O O O
serbian O O B-GPE
prime O O O
minister O O B-PER
, O O O
zoran O O B-PER
djindjic O O I-PER
has O O O
died O O O
of O O O
his O O B-PER
wounds O O O
after O O O
being O O O
shot O O O
, O O O
an O O O
assassination O O O
attempt O O O
. O O O

apparently O O O
, O O O
he O O B-PER
was O O O
on O O O
his O O B-PER
way O O O
to O O O
greet O O O
reporters O O B-PER
at O O O
the O O O
time O O O
outside O O O
the O O O
main O O O
government O O B-ORG
office O O B-FAC
there O O B-GPE
in O O O
belgrade O O B-GPE
. O O O

all O O O
this O O O
happening O O O
about O O O
90 O O O
minutes O O O
ago O O O
based O O O
on O O O
the O O O
wire O O O
reports O O O
we O O B-ORG
're O O O
getting O O O
here O O B-GPE
. O O O

the O O O
word O O O
from O O O
serbia O O B-GPE
, O O O
zoran O O B-PER
djindjic O O I-PER
, O O O
the O O O
prime O O O
minister O O B-PER
, O O O
is O O O
dead O O O
. O O O

earlier O O O
reports O O O
said O O O
he O O B-PER
was O O O
shot O O O
in O O O
the O O O
back O O O
, O O O
as O O O
well O O O
as O O O
the O O O
stomach O O O
. O O O

2003-03-12 O O O
08:36:37 O O O

news O O O
story O O O

2003-05-01 O O O
09:01:16 O O O

welcome O O O
back O O O
. O O O

check O O O
in O O O
with O O O
jack O O B-PER
cafferty O O I-PER
as O O O
we O O B-ORG
look O O O
at O O O
the O O O
fountains O O O
outside O O O
of O O O
time O O O
answer O O O
life O O O
. O O O

we O O B-ORG
were O O O
talking O O O
about O O O
the O O O
road O O O
map O O O
to O O O
middle O O B-GPE
east O O I-GPE
peace O O O
and O O O
ran O O O
a O O O
footage O O O
about O O O
the O O O
chicken O O O
and O O O
these O O O
dogs O O O
. O O O

there O O O
is O O O
the O O O
picture O O O
. O O O

the O O O
golden O O O
real O O O
estate O O O
treever O O O
on O O O
the O O O
left O O O
had O O O
a O O O
litter O O O
of O O O
pups O O O
and O O O
the O O O
chicken O O O
got O O O
in O O O
the O O O
pen O O O
, O O O
a O O O
real O O O
story O O O
, O O O
they O O O
're O O O
all O O O
hanging O O O
out O O O
. O O O

it O O O
looks O O O
as O O O
though O O O
the O O O
puppies O O O
in O O O
one O O O
of O O O
the O O O
shots O O O
is O O O
trying O O O
to O O O
get O O O
lunch O O O
from O O O
the O O O
chicken O O O
. O O O

that O O O
is O O O
what O O O
they O O O
're O O O
doing O O O
, O O O
jack O O B-PER
! O O O

we O O B-ORG
got O O O
a O O O
lot O O O
of O O O
e-mails O O O
to O O O
us O O B-ORG
on O O O
the O O O
east O O B-LOC
coast O O I-LOC
who O O B-PER
do O O O
n't O O O
know O O O
about O O O
the O O O
farm O O B-FAC
. O O O

the O O O
answer O O O
is O O O
apparently O O O
, O O O
you O O B-PER
can O O O
get O O O
. O O O

you O O B-PER
can O O O
not O O O
nurse O O O
a O O O
chicken O O O
. O O O

bill O O B-PER
. O O O

there O O O
you O O B-PER
go O O O
. O O O

the O O O
question O O O
should O O O
be O O O
what O O O
is O O O
the O O O
chicken O O O
getting O O O
out O O O
of O O O
this O O O
. O O O

i O O B-PER
do O O O
n't O O O
want O O O
to O O O
go O O O
there O O O
. O O O

i.k. O O O
in O O O
new O O B-GPE
jersey O O I-GPE
a O O O
buyology O O O
teacher O O B-PER
, O O O
i O O B-PER
can O O O
tell O O O
you O O B-PER
without O O O
hesitation O O O
, O O O
a O O O
chicken O O O
can O O O
not O O O
be O O O
nursed O O O
. O O O

only O O O
mammals O O O
that O O O
have O O O
distinct O O O
biological O O O
feature O O O
. O O O

chickens O O O
are O O O
also O O O
the O O O
void O O O
of O O O
hen O O O
's O O O
teeth O O O
, O O O
much O O O
to O O O
the O O O
satisfaction O O O
of O O O
those O O O
little O O O
puppies O O O
. O O O

you O O B-PER
do O O O
n't O O O
-- O O O
city O O B-GPE
people O O B-PER
? O O O

no O O O
. O O O

our O O B-ORG
viewers O O B-PER
are O O O
nice O O O
. O O O

not O O O
nasty O O O
. O O O

here O O O
is O O O
the O O O
explanation O O O
. O O O

this O O O
is O O O
the O O O
real O O O
deal O O O
. O O O

any O O O
farm O O B-FAC
kid O O B-PER
knows O O O
that O O O
certain O O O
animals O O O
can O O O
not O O O
see O O O
for O O O
a O O O
few O O O
days O O O
after O O O
they O O O
're O O O
born O O O
, O O O
including O O O
puppies O O O
. O O O

the O O O
puppies O O O
try O O O
to O O O
nurse O O O
the O O O
chicken O O O
hen O O O
. O O O

they O O O
do O O O
that O O O
by O O O
feel O O O
, O O O
not O O O
sight O O O
. O O O

a O O O
chicken O O O
hen O O O
is O O O
warm O O O
and O O O
comfortable O O O
, O O O
so O O O
they O O O
try O O O
their O O O
luck O O O
and O O O
eventually O O O
feel O O O
their O O O
way O O O
back O O O
to O O O
the O O O
mother O O O
dog O O O
where O O O
things O O O
work O O O
out O O O
better O O O
for O O O
them O O O
. O O O

i O O B-PER
'm O O O
so O O O
glad O O O
that O O O
's O O O
cleared O O O
up O O O
. O O O

we O O B-ORG
'll O O O
get O O O
back O O O
to O O O
the O O O

2003-05-01 O O O
09:02:44 O O O

news O O O
story O O O

2003-06-11 O O O
13:56:03 O O O

and O O O
it O O O
's O O O
a O O O
day O O O
in O O O
court O O B-FAC
for O O O
16 O O B-PER
of O O O
the O O O
suburban O O O
chicago O O B-LOC
high O O O
school O O B-ORG
girls O O B-PER
involved O O O
in O O O
a O O O
violent O O O
hazing O O O
incident O O O
last O O O
month O O O
. O O O

they O O B-PER
're O O O
facing O O O
misdemeanor O O O
charges O O O
. O O O

mothers O O B-PER
of O O O
two O O B-PER
of O O O
the O O O
students O O B-PER
at O O O
glenbrook O O B-ORG
north O O I-ORG
high O O I-ORG
school O O I-ORG
have O O O
also O O O
been O O O
named O O O
on O O O
misdemeanor O O O
charges O O O
of O O O
supplying O O O
beer O O O
to O O O
the O O O
teenagers O O B-PER
. O O O

2003-06-11 O O O
13:56:17 O O O

news O O O
story O O O

2003-04-16 O O O
11:19:44 O O O

all O O O
one O O B-PER
of O O O
the O O O
many O O O
young O O O
faces O O O
that O O O
bear O O O
the O O O
heavy O O O
mark O O O
of O O O
war O O O
. O O O

the O O O
story O O O
of O O O
one O O O
boy O O B-PER
who O O B-PER
's O O O
lucky O O O
enough O O O
to O O O
be O O O
alive O O O
. O O O

i O O B-PER
'm O O O
mary O O B-PER
snow O O I-PER
with O O O
this O O O
check O O O
of O O O
head O O O
lines O O O
. O O O

american O O B-ORG
airlines O O I-ORG
' O O O
fate O O O
is O O O
hanging O O O
on O O O
its O O B-ORG
flight O O O
attend O O O
attendant O O B-PER
's O O I-PER
union O O B-ORG
. O O O

it O O O
's O O O
narrowly O O O
rejected O O O
union O O B-ORG
today O O O
. O O O

if O O O
the O O O
workers O O B-PER
do O O O
n't O O O
approve O O O
the O O O
steep O O O
cut O O O
backs O O O
american O O B-ORG
says O O O
it O O B-ORG
will O O O
file O O O
for O O O
bankruptcy O O O
. O O O

yesterday O O O
american O O B-ORG
pilots O O B-PER
mechanics O O B-PER
approved O O O
their O O B-PER
share O O O
$ O O O
1.8 O O O
billion O O O
in O O O
labor O O O
concession O O O
. O O O

america O O B-ORG
warns O O O
it O O B-ORG
will O O O
seek O O O
more O O O
layoffs O O O
if O O O
it O O B-ORG
does O O O
file O O O
for O O O
chapter O O O
11 O O O
. O O O

number O O O
of O O O
companies O O B-ORG
are O O O
planning O O O
to O O O
cut O O O
their O O B-ORG
payrolls O O O
. O O O

motorola O O B-ORG
saying O O O
it O O B-ORG
will O O O
eliminate O O O
another O O O
3,000 O O O
jobs O O O
, O O O
3 O O O
% O O B-PER
of O O O
its O O B-ORG
work O O O
force O O B-PER
. O O O

let O O O
' O O O
s O O B-PER
look O O O
at O O O
the O O O
latest O O O
numbers O O O
on O O O
the O O O
dow O O O
. O O O

wall O O O
street O O O
stocks O O O
are O O O
mixed O O O
. O O O

the O O O
dow O O O
industrials O O O
down O O O
64 O O O
points O O O
. O O O

nasdaq O O O
up O O O
about O O O
13 O O O
points O O O
. O O O

that O O O
's O O O
the O O O
latest O O O
from O O O
wall O O O
street O O O
. O O O

cnn O O O
live O O O
today O O O
continues O O O
after O O O
this O O O
. O O O

2003-04-16 O O O
11:25:21 O O O

news O O O
story O O O

2003-04-18 O O O
09:50:44 O O O

in O O O
a O O O
moment O O O
, O O O
check O O O
in O O O
the O O O
pentagon O O B-FAC
and O O O
get O O O
the O O O
latest O O O
on O O O
the O O O
iraqi O O B-GPE
prisoners O O B-PER
of O O O
war O O O
. O O O

we O O B-ORG
know O O O
of O O O
one O O O
detention O O O
center O O B-FAC
, O O O
well O O O
over O O O
7,000 O O O
iraqis O O B-PER
held O O O
there O O B-FAC
and O O O
almost O O O
a O O O
thousand O O B-PER
have O O O
been O O O
released O O O
. O O O

check O O O
in O O O
on O O O
the O O O
pentagon O O B-FAC
for O O O
more O O O
and O O O
more O O O
on O O O
this O O O
tape O O O
and O O O
what O O O
they O O B-PER
're O O O
saying O O O
down O O O
in O O O
washington O O B-GPE
. O O O

2003-04-18 O O O
09:53:39 O O O

news O O O
story O O O

2003-06-10 O O O
13:41:52 O O O

the O O O
founder O O B-PER
and O O O
former O O O
ceo O O B-PER
of O O O
imclone O O B-ORG
just O O O
learned O O O
the O O O
penalty O O O
for O O O
his O O B-PER
role O O O
in O O O
the O O O
pharmaceutical O O O
company O O B-ORG
's O O O
insider O O B-PER
trading O O O
scandal O O O
. O O O

sam O O B-PER
waksal O O I-PER
was O O O
sentenced O O O
to O O O
seven O O O
years O O O
and O O O
three O O O
months O O O
in O O O
federal O O O
prison O O B-FAC
. O O O

he O O B-PER
's O O O
also O O O
being O O O
fined O O O
$ O O O
3 O O O
million O O O
and O O O
was O O O
ordered O O O
to O O O
pay O O O
$ O O O
1.2 O O O
million O O O
in O O O
restitution O O O
to O O O
the O O O
new O O B-ORG
york O O I-ORG
state O O I-ORG
tax O O I-ORG
commission O O I-ORG
. O O O

waksal O O B-PER
pleaded O O O
guilty O O O
last O O O
fall O O O
to O O O
six O O O
counts O O O
of O O O
security O O O
fraud O O O
, O O O
bank O O O
fraud O O O
, O O O
conspiracy O O O
to O O O
obstruct O O O
justice O O O
and O O O
perjury O O O
. O O O

he O O B-PER
's O O O
being O O O
released O O O
on O O O
his O O B-PER
own O O O
cog O O O
in O O O
a O O O
sans O O O
before O O O
he O O B-PER
's O O O
to O O O
report O O O
to O O O
jail O O B-FAC
. O O O

waksal O O B-PER
admitted O O O
to O O O
tipping O O O
his O O B-PER
daughter O O B-PER
to O O O
dump O O O
imclone O O B-ORG
stock O O O
market O O O
just O O O
ahead O O O
of O O O
a O O O
drug O O O
rejection O O O
the O O O
company O O B-ORG
was O O O
developing O O O
and O O O
he O O B-PER
pleaded O O O
guilty O O O
to O O O
bank O O O
fraud O O O
by O O O
forging O O O
a O O O
signature O O O
on O O O
a O O O
$ O O O
44 O O O
million O O O
loan O O O
. O O O

the O O O
imclone O O B-ORG
scandal O O O
led O O O
to O O O
charges O O O
against O O O
waksal O O B-PER
's O O O
friend O O B-PER
, O O O
martha O O B-PER
stewart O O I-PER
, O O O
last O O O
week O O O
over O O O
her O O B-PER
sale O O O
of O O O
the O O O
stock O O O
the O O O
day O O O
before O O O
the O O O
price O O O
collapsed O O O
. O O O

2003-06-10 O O O
13:42:43 O O O

news O O O
story O O O

2003-03-27 O O O
16:58:58 O O O

for O O O
some O O O
americans O O B-PER
who O O B-PER
find O O O
themselves O O B-PER
spending O O O
hours O O O
on O O O
end O O O
watching O O O
television O O O
coverage O O O
of O O O
the O O O
war O O O
, O O O
it O O O
can O O O
be O O O
hard O O O
to O O O
break O O O
away O O O
. O O O

that O O O
is O O O
especially O O O
true O O O
if O O O
you O O B-PER
have O O O
a O O O
loved O O O
one O O B-PER
in O O O
the O O O
war O O O
zone O O O
. O O O

but O O O
as O O O
our O O B-ORG
candy O O B-PER
crowley O O I-PER
reminds O O O
us O O B-PER
, O O O
life O O O
does O O O
and O O O
must O O O
go O O O
on O O O
. O O O

reporter O O O
: O O O
spring-time O O O
and O O O
a O O O
game O O O
of O O O
catch O O O
on O O O
the O O O
washington O O B-FAC
mall O O I-FAC
. O O O

a O O O
gentle O O O
breeze O O O
and O O O
a O O O
good O O O
meal O O O
beside O O O
the O O O
pacific O O B-LOC
ocean O O I-LOC
. O O O

that O O O
other O O O
place O O B-GPE
, O O O
the O O O
one O O B-GPE
on O O O
tv O O O
all O O O
the O O O
time O O O
, O O O
might O O O
as O O O
well O O O
be O O O
on O O O
another O O O
planet O O B-LOC
. O O O

and O O O
that O O O
may O O O
be O O O
the O O O
point O O O
. O O O

we O O B-PER
happen O O O
to O O O
be O O O
at O O O
a O O O
very O O O
nice O O O
spot O O B-LOC
by O O O
the O O O
beach O O B-LOC
where O O B-LOC
this O O O
is O O O
a O O O
chance O O O
for O O O
people O O B-PER
to O O O
get O O O
away O O O
from O O O
cnn O O B-ORG
coverage O O O
, O O O
everything O O O
, O O O
and O O O
kind O O O
of O O O
relax O O O

reporter O O O
: O O O
time O O O
to O O O
redefine O O O
normal O O O
again O O O
, O O O
which O O O
on O O O
the O O O
homefront O O O
now O O O
seems O O O
to O O O
mean O O O
life O O O
as O O O
you O O B-PER
live O O O
it O O O
only O O O
weirder O O O
. O O O

i O O B-PER
'm O O O
amazed O O O
at O O O
how O O O
unaffected O O O
i O O B-PER
am O O O
by O O O
things O O O
, O O O
how O O O
i O O B-PER
'm O O O
still O O O
coming O O O
to O O O
work O O O
and O O O
doing O O O
the O O O
same O O O
things O O O
and O O O
going O O O
for O O O
a O O O
walk O O O
in O O O
the O O O
morning O O O
. O O O

and O O O
it O O O
just O O O
seems O O O
so O O O
strange O O O
to O O O
me O O B-PER
that O O O
it O O O
's O O O
almost O O O
a O O O
parallel O O O
universe O O O
. O O O

more O O O
than O O O
70 O O O
percent O O B-PER
of O O O
americans O O B-PER
say O O O
they O O B-PER
are O O O
sad O O O
about O O O
the O O O
war O O O
. O O O

the O O O
barber O O B-PER
at O O O
hinsville O O B-GPE
georgia O O B-GPE
larries O O O
that O O O
. O O O

they O O B-PER
seem O O O
more O O O
depressed O O O
. O O O

a O O O
lot O O O
of O O O
them O O B-PER
afraid O O O
they O O B-PER
're O O O
going O O O
to O O O
lose O O O
their O O B-PER
jobs O O O
, O O O
you O O B-PER
know O O O
, O O O
the O O O
economy O O O
is O O O
down O O O
and O O O
all O O O
kind O O O
of O O O
stuff O O O
. O O O

life O O O
on O O O
the O O O
homefront O O O
seems O O O
the O O O
same O O O
at O O O
farmer O O B-PER
's O O O
market O O B-FAC
in O O O
los O O B-GPE
angeles O O I-GPE
, O O O
but O O O
it O O O
's O O O
more O O O
angst O O O
ridden O O O
. O O O

i O O B-PER
do O O O
n't O O O
think O O O
it O O O
's O O O
affecting O O O
our O O B-PER
business O O O
as O O O
much O O O
as O O O
i O O B-PER
was O O O
worried O O O
that O O O
it O O O
would O O O
, O O O
but O O O
you O O B-PER
never O O O
know O O O
it O O O
's O O O
going O O O
to O O O
happen O O O
. O O O

if O O O
there O O O
's O O O
any O O O
kind O O O
of O O O
terrorism O O O
that O O O
happens O O O
here O O B-GPE
, O O O
i O O B-PER
think O O O
that O O O
would O O O
definitely O O O
put O O O
a O O O
damper O O O
on O O O
everything O O O
. O O O

nationwide O O O
, O O O
people O O B-PER
shopped O O O
less O O O
in O O O
the O O O
first O O O
week O O O
of O O O
the O O O
war O O O
. O O O

sales O O O
fell O O O
2 O O O
percent O O O
from O O O
the O O O
previous O O O
week O O O
. O O O

air O O O
travel O O O
has O O O
fallen O O O
10 O O O
mers O O O
since O O O
the O O O
war O O O
began O O O
and O O O
some O O O
hotel O O B-FAC
chains O O B-ORG
say O O O
cancellations O O O
are O O O
up O O O
. O O O

60 O O O
percent O O B-PER
of O O O
the O O O
people O O B-PER
say O O O
they O O B-PER
're O O O
watching O O O
the O O O
war O O O
. O O O

my O O B-PER
boyfriend O O B-PER
has O O O
been O O O
watching O O O
the O O O
tv O O O
like O O O
every O O O
single O O O
day O O O
, O O O
every O O O
time O O O
it O O O
comes O O O
on O O O
, O O O
he O O B-PER
's O O O
watching O O O
it O O O
. O O O

maybe O O O
fewer O O O
people O O B-PER
are O O O
shoning O O O
because O O O
they O O B-PER
're O O O
watching O O O
tv O O O
. O O O

maybe O O O
fewer O O B-PER
are O O O
flying O O O
because O O O
they O O B-PER
worry O O O
about O O O
terrorism O O O
or O O O
they O O B-PER
worry O O O
about O O O
what O O O
the O O O
war O O O
will O O O
do O O O
to O O O
the O O O
economy O O O
or O O O
maybe O O O
it O O O
's O O O
everything O O O
. O O O

there O O O
's O O O
no O O O
one O O O
economic O O O
statistics O O O
to O O O
point O O O
to O O O
a O O O
downturn O O O
, O O O
it O O O
's O O O
an O O O
overall O O O
feeling O O O
, O O O
a O O O
psychological O O O
feeling O O O
that O O O
everything O O O
is O O O
frozen O O O
, O O O
everything O O O
is O O O
on O O O
hold O O O
. O O O

consumers O O B-PER
are O O O
n't O O O
spending O O O
, O O O
people O O B-PER
are O O O
n't O O O
buying O O O
stock O O O
, O O O
everything O O O
is O O O

2003-03-27 O O O
17:01:17 O O O

news O O O
story O O O

2003-04-07 O O O
19:35:24 O O O

we O O B-PER
begin O O O
south O O O
of O O O
baghdad O O B-GPE
