-DOCSTART- -X- -X- O
had O O O
made O O O
real O O O
progress O O O
red O O B-LOC
sea O O I-LOC
resort O O O
of O O O
taba O O B-GPE
, O O O
but O O O
prime O O O
minister O O O
ehud O O B-PERSON
barak O O I-PERSON
has O O O
suspended O O O
contacts O O O
with O O O
the O O O
palestinians O O B-NORP
until O O O
after O O O
the O O O
february O O B-DATE
6th O O I-DATE
election O O O
. O O O

correspondent O O O
laurie O O B-PERSON
cassman O O I-PERSON
has O O O
a O O O
report O O O
. O O O

prime O O O
minister O O O
barak O O B-PERSON
's O O O
decision O O O
not O O O
to O O O
meet O O O
yasser O O B-PERSON
arafat O O I-PERSON
this O O B-DATE
week O O I-DATE
comes O O O
after O O O
the O O O
palestinian O O B-NORP
leader O O O
's O O O
angry O O O
speech O O O
on O O O
sunday O O B-DATE
at O O O
an O O O
economic O O O
forum O O O
in O O O
switzerland O O B-GPE
. O O O

mr. O O O
arafat O O B-PERSON
accused O O O
israel O O B-GPE
of O O O
waging O O O
a O O O
savage O O O
and O O O
barbaric O O O
war O O O
against O O O
his O O O
people O O O
. O O O

one O O B-DATE
day O O I-DATE
earlier O O I-DATE
israeli O O B-NORP
and O O O
palestinian O O B-NORP
negotiators O O O
had O O O
announced O O O
that O O O
a O O B-DATE
week O O I-DATE
of O O O
marathon O O O
talks O O O
have O O O
brought O O O
them O O O
closer O O O
than O O O
ever O O O
to O O O
a O O O
final O O O
agreement O O O
. O O O

after O O O
the O O O
angry O O O
outburst O O O
mr. O O O
arafat O O B-PERSON
reaffirmed O O O
his O O O
commitment O O O
to O O O
peace O O O
and O O O
his O O O
willingness O O O
to O O O
meet O O O
mr. O O O
barak O O B-PERSON
. O O O

the O O O
meeting O O O
was O O O
expected O O O
later O O B-DATE
this O O I-DATE
week O O I-DATE
in O O O
stockholm O O B-GPE
, O O O
but O O O
mr. O O O
barak O O B-PERSON
's O O O
security O O O
advisor O O O
told O O O
israeli O O B-NORP
radio O O O
monday O O B-DATE
such O O O
a O O O
meeting O O O
now O O O
is O O O
out O O O
of O O O
the O O O
question O O O
. O O O

he O O O
described O O O
the O O O
arafat O O B-PERSON
speech O O O
as O O O
inflammatory O O O
. O O O

mr. O O O
barak O O B-PERSON
can O O O
not O O O
risk O O O
the O O O
controversial O O O
meeting O O O
ahead O O O
of O O O
next O O B-DATE
week O O I-DATE
's O O I-DATE
election O O O
. O O O

he O O O
still O O O
trails O O O
far O O O
behind O O O
the O O O
hard O O O
line O O O
likud O O B-ORG
party O O I-ORG
leader O O O
ariel O O B-PERSON
sharon O O I-PERSON
in O O O
the O O O
opinion O O O
polls O O O
. O O O

laurie O O B-PERSON
cassman O O I-PERSON
, O O O
voa O O B-ORG
news O O I-ORG
, O O O
jerusalem O O B-GPE
. O O O

reports O O O
from O O O
china O O B-GPE
say O O O
north O O B-NORP
korean O O I-NORP
president O O O
kim O O B-PERSON
jong O O I-PERSON
il O O I-PERSON
is O O O
planning O O O
to O O O
announce O O O
economic O O O
reforms O O O
for O O O
his O O O
country O O O
. O O O

mr. O O O
kim O O B-PERSON
visited O O O
a O O O
center O O O
for O O O
high O O O
technology O O O
business O O O
in O O O
shanghai O O B-GPE
on O O O
friday O O B-DATE
. O O O

an O O O
occasion O O O
that O O O
marked O O O
the O O O
formal O O O
establishment O O O
between O O O
our O O O
two O O B-CARDINAL
countries O O O
. O O O

since O O O
then O O O
this O O O
relationship O O O
has O O O
grown O O O
in O O O
importance O O O
to O O O
us O O O
both O O O
through O O O
good O O O
times O O O
and O O O
bad O O O
. O O O

both O O O
of O O O
my O O O
generation O O O
and O O O
britain O O B-GPE
have O O O
special O O O
pause O O O
to O O O
remember O O O
the O O O
unacceptable O O O
sacrifice O O O
the O O O
russian O O B-NORP
people O O O
made O O O
to O O O
defeat O O O
fascism O O O
in O O O
the O O B-EVENT
second O O I-EVENT
world O O I-EVENT
war O O I-EVENT
. O O O

nothing O O O
, O O O
not O O O
even O O O
the O O O
fact O O O
that O O O
our O O O
countries O O O
became O O O
estranged O O O
in O O O
the O O O
war O O O
's O O O
aftermath O O O
, O O O
has O O O
ever O O O
dimmed O O O
our O O O
memory O O O
of O O O
the O O O
scale O O O
of O O O
your O O O
loss O O O
. O O O

that O O O
experience O O O
should O O O
continue O O O
to O O O
inspire O O O
us O O O
, O O O
as O O O
we O O O
seek O O O
to O O O
build O O O
a O O O
more O O O
peaceful O O O
and O O O
secure O O O
world O O O
. O O O

when O O O
i O O O
visited O O O
your O O O
country O O O
in O O O
1994 O O B-DATE
, O O O
i O O O
recall O O O
saying O O O
to O O O
president O O O
yeltsin O O B-PERSON
that O O O
he O O O
and O O O
i O O O
spent O O O
most O O O
of O O O
our O O O
lives O O O
believing O O O
such O O O
a O O O
visit O O O
would O O O
never O O O
happen O O O
, O O O
and O O O
that O O O
i O O O
hoped O O O
he O O O
was O O O
as O O O
delighted O O O
as O O O
i O O O
was O O O
to O O O
be O O O
proved O O O
wrong O O O
. O O O

i O O O
'm O O O
just O O O
as O O O
delighted O O O
now O O O
, O O O
nine O O B-DATE
years O O I-DATE
later O O I-DATE
, O O O
to O O O
be O O O
able O O O
to O O O
welcome O O O
you O O O
here O O O
and O O O
to O O O
learn O O O
about O O O
the O O O
great O O O
changes O O O
which O O O
have O O O
occurred O O O
in O O O
your O O O
country O O O
since O O O
i O O O
was O O O
there O O O
. O O O

russia O O B-GPE
has O O O
established O O O
itself O O O
as O O O
our O O O
partner O O O
and O O O
our O O O
friend O O O
. O O O

we O O O
work O O O
together O O O
bilatarily O O O
and O O O
on O O O
the O O O
international O O O
stage O O O
, O O O
and O O O
we O O O
are O O O
developing O O O
new O O O
links O O O
all O O O
the O O O
time O O O
in O O O
fields O O O
of O O O
commerce O O O
, O O O
culture O O O
, O O O
counterterrorism O O O
, O O O
energy O O O
, O O O
education O O O
environment O O O
. O O O

i O O O
know O O O
you O O O
will O O O
be O O O
seeing O O O
evidence O O O
of O O O
some O O O
of O O O
this O O O
during O O O
your O O O
visit O O O
. O O O

mr. O O O
president O O O
, O O O
it O O O
is O O O
, O O O
i O O O
believe O O O
, O O O
a O O O
sign O O O
of O O O
genuine O O O
friendship O O O
that O O O
we O O O
are O O O
able O O O
to O O O
have O O O
disagreements O O O
, O O O
but O O O
remain O O O
firm O O O
partners O O O
. O O O

it O O O
is O O O
no O O O
secret O O O
that O O O
the O O O
significant O O O
differences O O O
between O O O
our O O O
two O O B-CARDINAL
countries O O O
earlier O O B-DATE
this O O I-DATE
year O O I-DATE
on O O O
how O O O
best O O O
to O O O
handle O O O
iraq O O B-GPE
, O O O
but O O O
we O O O
are O O O
now O O O
able O O O
to O O O
look O O O
forward O O O
together O O O
firmly O O O
in O O O
agreement O O O
on O O O
the O O O
route O O O
we O O O
have O O O
decided O O O
in O O O
the O O B-ORG
united O O I-ORG
nations O O I-ORG
, O O O
although O O O
, O O O
the O O O
tragic O O O
loss O O O
of O O O
british O O B-NORP
lives O O O
today O O B-DATE
reminds O O O
us O O O
all O O O
of O O O
the O O O
difficulties O O O
to O O O
be O O O
faced O O O
. O O O

but O O O
as O O O
we O O O
look O O O
ahead O O O
, O O O
we O O O
know O O O
that O O O
our O O O
long O O O
- O O O
term O O O
partnership O O O
is O O O
of O O O
profound O O O
importance O O O
to O O O
both O O O
of O O O
us O O O
. O O O

this O O O
is O O O
clearly O O O
evident O O O
, O O O
if O O O
we O O O
look O O O
beyond O O O
the O O O
challenges O O O
of O O O
international O O O
politics O O O
. O O O

in O O O
the O O B-DATE
last O O I-DATE
few O O I-DATE
months O O I-DATE
alone O O O
, O O O
we O O O
have O O O
heard O O O
the O O O
announcements O O O
of O O O
major O O O
investments O O O
in O O O
russia O O B-GPE
by O O O
british O O B-NORP
companies O O O
. O O O

we O O O
have O O O
also O O O
heard O O O
a O O O
different O O O
sign O O O
of O O O
sir O O O
paul O O B-PERSON
mccartney O O I-PERSON
playing O O O
to O O O
enthusiastic O O O
crowds O O O
in O O O
red O O B-FAC
square O O I-FAC
, O O O
and O O O
we O O O
, O O O
in O O O
turn O O O
, O O O
have O O O
been O O O
enthralled O O O
by O O O
the O O O
celebrations O O O
of O O O
your O O O
own O O O
city O O O
in O O O
petersburg O O B-GPE
. O O O

at O O O
the O O O
same O O O
time O O O
, O O O
work O O O
continues O O O
to O O O
bring O O O
the O O O
young O O O
people O O O
of O O O
our O O O
countries O O O
closer O O O
together O O O
through O O O
language O O O
, O O O
teaching O O O
, O O O
school O O O
exchanges O O O
and O O O
university O O O
programs O O O
. O O O

we O O O
have O O O
a O O O
vibrant O O O
and O O O
exciting O O O
relationship O O O
from O O O
which O O O
we O O O
both O O O
derive O O O
mass O O O
benefit O O O
. O O O

mr. O O O
president O O O
, O O O
your O O O
country O O O
is O O O
rich O O O
-- O O O

convicted O O O
rapist O O O
and O O O
max O O B-ORG
factor O O I-ORG
heir O O O
andrew O O B-PERSON
luster O O I-PERSON
is O O O
back O O O
in O O O
california O O B-GPE
. O O O

luster O O B-PERSON
returned O O O
to O O O
los O O B-GPE
angeles O O I-GPE
yesterday O O B-DATE
from O O O
mexico O O B-GPE
following O O O
his O O O
capture O O O
tuesday O O B-DATE
by O O O
american O O B-NORP
bounty O O O
hunters O O O
. O O O

luster O O B-PERSON
skipped O O O
bail O O O
during O O O
his O O O
trial O O O
in O O O
january O O B-DATE
for O O O
raping O O O
and O O O
drugging O O O
three O O B-CARDINAL
women O O O
. O O O

he O O O
was O O O
sentenced O O O
in O O O
abstentia O O O
to O O O
124 O O B-DATE
years O O I-DATE
in O O O
prison O O O
. O O O

canada O O B-GPE
is O O O
on O O O
the O O O
path O O O
to O O O
becoming O O O
the O O O
third O O B-ORDINAL
country O O O
to O O O
allow O O O
gay O O O
marriage O O O
. O O O

the O O O
federal O O O
government O O O
will O O O
not O O O
appeal O O O
the O O O
court O O O
ruling O O O
that O O O
cleared O O O
the O O O
way O O O
for O O O
same O O O
- O O O
sex O O O
unions O O O
. O O O

prime O O O
minister O O O
jean O O B-PERSON
chretien O O I-PERSON
says O O O
the O O O
government O O O
will O O O
now O O O
draft O O O
legislation O O O
legalizing O O O
gay O O O
marriages O O O
. O O O

and O O O
the O O O
u.s. O O B-GPE
government O O O
, O O O
can O O O
withhold O O O
the O O O
names O O O
of O O O
people O O O
detained O O O
as O O O
part O O O
of O O O
the O O O
9 O O B-EVENT
/ O O I-EVENT
11 O O I-EVENT
investigation O O O
. O O O

that O O O
's O O O
the O O O
decision O O O
from O O O
a O O O
federal O O O
appeals O O O
court O O O
reversing O O O
a O O O
lower O O O
court O O O
ruling O O O
. O O O

the O O B-ORG
justice O O I-ORG
department O O I-ORG
argued O O O
that O O O
releasing O O O
the O O O
names O O O
could O O O
hamper O O O
ongoing O O O
investigations O O O
. O O O

as O O O
we O O O
've O O O
been O O O
reporting O O O
, O O O
only O O O
within O O O
the O O B-TIME
past O O I-TIME
hour O O I-TIME
or O O I-TIME
so O O I-TIME
, O O O
there O O O
's O O O
been O O O
a O O O
shooting O O O
incident O O O
in O O O
central O O O
israel O O B-GPE
, O O O
not O O O
far O O O
from O O O
the O O B-GPE
west O O I-GPE
bank O O I-GPE
. O O O

a O O O
7 O O B-DATE
- O O I-DATE
year O O I-DATE
- O O I-DATE
old O O I-DATE
israeli O O B-NORP
girl O O O
has O O O
died O O O
. O O O

two O O B-CARDINAL
others O O O
, O O O
her O O O
father O O O
apparently O O O
and O O O
another O O O
sister O O O
, O O O
have O O O
been O O O
wounded O O O
in O O O
this O O O
incident O O O
. O O O

we O O O
're O O O
going O O O
to O O O
continue O O O
to O O O
get O O O
more O O O
details O O O
on O O O
this O O O
late O O O
- O O O
breaking O O O
development O O O
and O O O
bring O O O
you O O O
those O O O
details O O O
when O O O
we O O O
have O O O
them O O O
. O O O

the O O O
two O O B-CARDINAL
main O O O
suspects O O O
in O O O
the O O O
bombing O O O
of O O O
the O O B-PRODUCT
`` O O I-PRODUCT
uss O O I-PRODUCT
cole O O I-PRODUCT
'' O O I-PRODUCT
could O O O
be O O O
charged O O O
as O O B-DATE
soon O O I-DATE
as O O I-DATE
tuesday O O I-DATE
, O O O
according O O O
to O O O
associated O O B-ORG
press O O I-ORG
. O O O

the O O O
news O O O
agency O O O
is O O O
quoting O O O
a O O O
yemeni O O B-NORP
source O O O
who O O O
says O O O
the O O O
investigators O O O
have O O O
wrapped O O O
up O O O
their O O O
questioning O O O
and O O O
will O O O
hand O O O
the O O O
case O O O
over O O O
to O O O
prosecutors O O O
. O O O

the O O O
suspects O O O
could O O O
be O O O
executed O O O
if O O O
they O O O
are O O O
convicted O O O
of O O O
the O O O
attack O O O
. O O O

the O O O
explosion O O O
in O O O
aden O O B-LOC
harbor O O I-LOC
killed O O O
17 O O B-CARDINAL
u.s. O O B-GPE
sailors O O O
and O O O
injured O O O
another O O B-CARDINAL
39 O O I-CARDINAL
last O O B-DATE
month O O I-DATE
. O O O

u.s. O O B-GPE
investigators O O O
suspect O O O
the O O O
terrorist O O O
bombing O O O
is O O O
the O O O
result O O O
of O O O
an O O O
international O O O
conspiracy O O O
. O O O

president O O O
clinton O O B-PERSON
is O O O
going O O O
prime O O O
time O O O
tonight O O B-TIME
to O O O
bid O O O
farewell O O O
to O O O
americans O O B-NORP
in O O O
a O O O
televised O O O
address O O O
. O O O

the O O O
speech O O O
is O O O
being O O O
billed O O O
as O O O
a O O O
thank O O O
- O O O
you O O O
to O O O
the O O O
people O O O
who O O O
twice O O O
voted O O O
him O O O
into O O O
the O O B-ORG
white O O I-ORG
house O O I-ORG
and O O O
supported O O O
him O O O
even O O O
at O O O
his O O O
lowest O O O
moments O O O
. O O O

yesterday O O B-DATE
, O O O
mr. O O O
clinton O O B-PERSON
spoke O O O
to O O O
supporters O O O
in O O O
his O O O
home O O O
state O O O
of O O O
arkansas O O B-GPE
. O O O

it O O O
was O O O
the O O O
last O O O
of O O O
several O O O
speeches O O O
he O O O
has O O O
made O O O
in O O O
recent O O B-DATE
weeks O O I-DATE
to O O O
his O O O
backers O O O
across O O O
the O O O
country O O O
. O O O

the O O O
damaged O O O
`` O O O
uss O O B-PRODUCT
cole O O I-PRODUCT
'' O O O
comes O O O
home O O O
today O O B-DATE
. O O O

it O O O
's O O O
due O O O
to O O O
arrive O O O
in O O O
pascagoula O O B-GPE
, O O O
mississippi O O B-GPE
, O O O
this O O O
morning O O O
. O O O

the O O O
destroyer O O O
was O O O
christened O O O
there O O O
five O O B-DATE
years O O I-DATE
ago O O I-DATE
. O O O

repairs O O O
are O O O
expected O O O
to O O O
cost O O O
about O O B-MONEY
$ O O I-MONEY
240 O O I-MONEY
million O O I-MONEY
. O O O

yemeni O O B-NORP
and O O O
u.s. O O B-GPE
authorities O O O
are O O O
still O O O
investigating O O O
the O O O
october O O B-DATE
bombing O O O
. O O O

17 O O B-CARDINAL
sailors O O O
were O O O
killed O O O
. O O O

yemen O O B-GPE
's O O O
prime O O O
minister O O O
says O O O
at O O B-CARDINAL
least O O I-CARDINAL
three O O I-CARDINAL
yemenis O O B-NORP
will O O O
go O O O
on O O O
trial O O O
next O O B-DATE
month O O I-DATE
in O O O
connection O O O
with O O O
the O O O
attack O O O
. O O O

they O O O
're O O O
suspected O O O
of O O O
belonging O O O
to O O O
an O O O
international O O O
terrorist O O O
network O O O
. O O O

the O O O
trial O O O
of O O O
two O O B-CARDINAL
libyans O O B-NORP
accused O O O
of O O O
bombing O O O
pam O O B-ORG
am O O I-ORG
flight O O O
103 O O B-CARDINAL
over O O O
lockerbie O O B-GPE
, O O O
scotland O O B-GPE
, O O O
is O O O
entering O O O
its O O O
final O O O
stage O O O
. O O O

the O O O
trial O O O
resumed O O O
in O O O
the O O O
netherlands O O B-GPE
today O O O
after O O O
a O O O
month O O B-DATE
- O O O
long O O O
delay O O O
. O O O

testimony O O O
abruptly O O O
came O O O
to O O O
a O O O
close O O O
when O O O
one O O B-CARDINAL
of O O O
the O O O
defendants O O O
scrapped O O O
plans O O O
to O O O
take O O O
the O O O
witness O O O
stand O O O
. O O O

closing O O O
arguments O O O
are O O O
scheduled O O O
for O O O
tomorrow O O B-DATE
. O O O

the O O O
two O O B-CARDINAL
men O O O
are O O O
charged O O O
with O O O
murder O O O
and O O O
conspiracy O O O
in O O O
connection O O O
with O O O
the O O O
1988 O O B-DATE
bombing O O O
that O O O
killed O O O
270 O O B-CARDINAL
people O O O
. O O O

the O O O
chief O O O
u.n. O O B-ORG
war O O O
crimes O O O
prosecutor O O O
has O O O
arrived O O O
in O O O
yugoslavia O O B-GPE
to O O O
demand O O O
the O O O
extradition O O O
of O O O
former O O O
president O O O
slobodan O O B-PERSON
milosevic O O I-PERSON
. O O O

carla O O B-PERSON
ponte O O I-PERSON
is O O O
expected O O O
to O O O
meet O O O
today O O B-DATE
with O O O
milosevic O O B-PERSON
's O O O
successor O O O
, O O O
vojislav O O B-PERSON
kostunica O O I-PERSON
, O O O
a O O O
critic O O O
of O O O
the O O B-ORG
war O O I-ORG
crimes O O I-ORG
tribunal O O I-ORG
at O O O
the O O B-GPE
hague O O I-GPE
. O O O

he O O O
's O O O
suggested O O O
milosevic O O B-PERSON
and O O O
others O O O
stand O O O
trial O O O
in O O O
a O O O
yugoslav O O B-NORP
court O O O
. O O O

kostunica O O B-PERSON
said O O O
milosevic O O B-PERSON
and O O O
others O O O
should O O O
be O O O
tried O O O
in O O O
a O O O
yugoslav O O B-NORP
court O O O
. O O O

al O O B-PERSON
gore O O I-PERSON
wo O O O
n't O O O
be O O O
the O O O
next O O O
u.s. O O B-GPE
president O O O
, O O O
but O O O
he O O O
has O O O
a O O O
slim O O O
chance O O O
of O O O
becoming O O O
the O O O
next O O O
president O O O
at O O O
harvard O O B-ORG
. O O O

gore O O B-PERSON
holds O O O
a O O O
degree O O O
from O O O
the O O O
university O O O
, O O O
and O O O
is O O O
one O O O
of O O O
about O O B-CARDINAL
500 O O I-CARDINAL
people O O O
nominated O O O
for O O O
the O O O
job O O O
. O O O

a O O O
school O O O
official O O O
talked O O O
about O O O
the O O O
vice O O O
president O O O
's O O O
chances O O O
during O O O
an O O O
interview O O O
with O O O
`` O O B-ORG
the O O I-ORG
boston O O I-ORG
globe O O I-ORG
. O O O
'' O O O

he O O O
says O O O
it O O O
's O O O
unlikely O O O
gore O O B-PERSON
will O O O
be O O O
selected O O O
, O O O
because O O O
he O O O
does O O O
n't O O O
have O O O
enough O O O
experience O O O
in O O O
the O O O
academic O O O
world O O O
. O O O

checking O O O
the O O O
top O O O
stories O O O
-- O O O
this O O O
is O O O
one O O B-CARDINAL
of O O O
the O O O
busiest O O O
travel O O B-DATE
weekends O O I-DATE
of O O O
the O O B-DATE
year O O I-DATE
. O O O

aaa O O B-ORG
estimates O O O
61 O O B-CARDINAL
million O O I-CARDINAL
americans O O B-NORP
will O O O
be O O O
heading O O O
somewhere O O O
between O O O
this O O B-DATE
weekend O O I-DATE
and O O O
new O O B-DATE
year O O I-DATE
's O O I-DATE
. O O O

that O O O
's O O O
two O O B-CARDINAL
million O O I-CARDINAL
more O O O
than O O O
last O O B-DATE
year O O I-DATE
. O O O

holiday O O O
shoppers O O O
across O O O
the O O O
u.s. O O B-GPE
are O O O
flocking O O O
to O O O
malls O O O
this O O B-DATE
weekend O O I-DATE
to O O O
complete O O O
their O O O
lists O O O
and O O O
find O O O
last O O B-TIME
- O O I-TIME
minute O O I-TIME
items O O O
. O O O

in O O O
spite O O O
of O O O
warnings O O O
that O O O
consumers O O O
are O O O
spending O O O
less O O O
this O O B-DATE
season O O I-DATE
, O O O
officials O O O
from O O O
the O O B-ORG
national O O I-ORG
retail O O I-ORG
federation O O I-ORG
say O O O
most O O O
merchants O O O
will O O O
turn O O O
in O O O
a O O O
respectable O O O
holiday O O O
showing O O O
. O O O

and O O O
president O O O
clinton O O B-PERSON
met O O O
with O O O
israeli O O B-NORP
and O O O
palestinian O O B-NORP
peace O O O
negotiators O O O
today O O B-DATE
to O O O
decide O O O
his O O O
next O O O
move O O O
in O O O
pushing O O O
for O O O
a O O O
mideast O O B-LOC
peace O O O
agreement O O O
. O O O

armed O O O
conflict O O O
in O O O
the O O O
balkans O O B-LOC
puts O O O
an O O O
international O O O
spotlight O O O
on O O O
a O O O
serb O O B-NORP
leader O O O
. O O O

bob O O B-PERSON
glascoff O O I-PERSON
looks O O O
at O O O
slobodan O O B-PERSON
milosevic O O I-PERSON
's O O I-PERSON
rise O O O
to O O O
power O O O
, O O O
and O O O
his O O O
recent O O O
political O O O
setback O O O
, O O O
in O O O
today O O B-DATE
's O O O
edition O O O
of O O O
`` O O O
headliners O O B-WORK_OF_ART
. O O O
'' O O O

in O O O
december O O B-DATE
of O O I-DATE
1990 O O I-DATE
, O O O
slobodan O O B-PERSON
milosevic O O I-PERSON
is O O O
elected O O O
president O O O
in O O O
serbia O O B-GPE
's O O O
first O O B-ORDINAL
free O O O
elections O O O
in O O O
50 O O B-DATE
years O O I-DATE
. O O O

milosevic O O B-PERSON
headed O O O
yugoslavia O O B-GPE
's O O O
state O O O
- O O O
run O O O
gas O O O
company O O O
and O O O
was O O O
president O O O
of O O O
a O O O
major O O O
belgrade O O B-GPE
bank O O O
climbing O O O
the O O O
political O O O
ladder O O O
as O O O
a O O O
communist O O B-NORP
technocrat O O O
. O O O

he O O O
used O O O
his O O O
rising O O O
popularity O O O
amongst O O O
the O O O
serb O O B-NORP
people O O O
to O O O
oust O O O
former O O O
mentor O O O
ivan O O B-PERSON
stambolic O O I-PERSON
and O O O
take O O O
over O O O
as O O O
president O O O
of O O O
the O O O
serbian O O B-NORP
republic O O O
. O O O

his O O O
brutal O O O
efforts O O O
to O O O
create O O O
a O O O
serb O O B-NORP
- O O O
dominated O O O
yugoslavia O O B-GPE
earned O O O
him O O O
the O O O
nickname O O O
`` O O O
butcher O O O
of O O O
the O O O
balkans O O O
. O O O
'' O O O

many O O O
speculated O O O
that O O O
milosevic O O B-PERSON
, O O O
whose O O O
parents O O O
and O O O
uncle O O O
committed O O O
suicide O O O
, O O O
might O O O
be O O O
mentally O O O
unbalanced O O O
himself O O O
. O O O

constitutionally O O O
barred O O O
from O O O
serving O O O
a O O O
third O O B-ORDINAL
term O O O
as O O O
serbian O O B-NORP
president O O O
, O O O
he O O O
clung O O O
to O O O
power O O O
by O O O
having O O O
the O O O
federal O O O
parliament O O O
elect O O O
him O O O
president O O O
of O O O
yugoslavia O O B-GPE
. O O O

milosevic O O B-PERSON
was O O O
defeated O O O
by O O O
opposition O O O
leader O O O
vojislave O O B-PERSON
kostunica O O I-PERSON
in O O O
presidential O O O
elections O O O
this O O B-DATE
year O O I-DATE
, O O O
but O O O
refused O O O
to O O O
accept O O O
the O O O
results O O O
. O O O

faced O O O
with O O O
massive O O O
demonstrations O O O
and O O O
russia O O B-GPE
's O O O
backing O O O
of O O O
kostunica O O B-PERSON
, O O O
he O O O
agreed O O O
to O O O
step O O O
down O O O
in O O O
october O O B-DATE
. O O O

with O O O
`` O O O
headliners O O B-WORK_OF_ART
, O O O
'' O O O
i O O O
'm O O O
bob O O B-PERSON
glascoff O O I-PERSON
. O O O

lawyers O O O
in O O O
texas O O B-GPE
are O O O
trying O O O
to O O O
keep O O O
their O O O
client O O O
from O O O
becoming O O O
the O O O
300th O O B-ORDINAL
person O O O
executed O O O
in O O O
the O O O
state O O O
since O O O
1982 O O B-DATE
, O O O
when O O O
texas O O B-GPE
resumed O O O
capital O O O
punishment O O O
. O O O

they O O O
're O O O
asking O O O
the O O B-ORG
supreme O O I-ORG
court O O I-ORG
to O O O
block O O O
tonight O O B-TIME
's O O O
scheduled O O O
execution O O O
of O O O
delma O O B-PERSON
banks O O I-PERSON
. O O O

banks O O B-PERSON
was O O O
convicted O O O
of O O O
shooting O O O
and O O O
killing O O O
a O O O
16 O O B-DATE
- O O I-DATE
year O O I-DATE
- O O I-DATE
old O O I-DATE
at O O O
a O O O
park O O O
in O O O
1980 O O B-DATE
. O O O

his O O O
lawyers O O O
say O O O
his O O O
trial O O O
attorney O O O
did O O O
a O O O
bad O O O
job O O O
and O O O
the O O O
prosecutors O O O
improperly O O O
kept O O O
african O O B-NORP
- O O I-NORP
americans O O I-NORP
off O O O
his O O O
jury O O O
. O O O

he O O O
'd O O O
be O O O
the O O O
11th O O B-ORDINAL
killer O O O
put O O O
to O O O
death O O O
in O O O
texas O O B-GPE
this O O B-DATE
year O O I-DATE
. O O O

nickelodeon O O B-ORG
's O O O
latest O O O
cartoon O O O
series O O O
is O O O
about O O O
a O O O
boy O O O
with O O O
a O O O
disability O O O
. O O O

gloria O O B-PERSON
hillard O O I-PERSON
takes O O O
a O O O
look O O O
at O O O
what O O O
the O O O
show O O O
`` O O O
pelswick O O B-WORK_OF_ART
'' O O O
means O O O
to O O O
some O O O
children O O O
. O O O

imagine O O O
being O O O
able O O O
to O O O
visit O O O
nickelodeon O O B-ORG
to O O O
see O O O
how O O O
they O O O
make O O O
cartoons O O O
. O O O

here O O O
's O O O
the O O O
beavers O O B-PERSON
and O O O
all O O O
his O O O
friends O O O
. O O O

cool O O O
. O O O

that O O O
's O O O
awesome O O O
. O O O

15 O O B-DATE
- O O I-DATE
year O O I-DATE
- O O I-DATE
old O O I-DATE
nicky O O B-PERSON
barischoff O O I-PERSON
and O O O
12 O O B-DATE
- O O I-DATE
year O O I-DATE
- O O I-DATE
old O O I-DATE
allison O O B-PERSON
gray O O I-PERSON
are O O O
best O O O
friends O O O
. O O O

they O O O
're O O O
also O O O
each O O O
other O O O
's O O O
biggest O O O
fans O O O
. O O O

she O O O
's O O O
the O O O
singer O O O
. O O O

like O O O
, O O O
i O O O
ca O O O
n't O O O
sing O O O
. O O O

i O O O
'm O O O
not O O O
going O O O
to O O O
even O O O
try O O O
. O O O

she O O O
's O O O
the O O O
writer O O O
. O O O

i O O O
am O O O
the O O O
writer O O O
. O O O

nicky O O B-PERSON
and O O O
allison O O B-PERSON
also O O O
have O O O
cerebral O O O
palsy O O O
, O O O
and O O O
their O O O
visit O O O
to O O O
nickelodeon O O B-ORG
coincides O O O
with O O O
the O O O
network O O O
's O O O
debut O O O
of O O O
`` O O O
pelswick O O B-WORK_OF_ART
, O O O
'' O O O
an O O O
animated O O O
series O O O
about O O O
a O O O
13 O O B-DATE
- O O I-DATE
year O O I-DATE
- O O I-DATE
old O O I-DATE
boy O O O
in O O O
a O O O
wheelchair O O O
. O O O

as O O O
much O O O
as O O O
i O O O
'd O O O
love O O O
to O O O
spend O O O
every O O O
day O O O
after O O O
school O O O
sucking O O O
up O O O
to O O O
teachers O O O
instead O O O
of O O O
hanging O O O
with O O O
my O O O
friends O O O
, O O O
i O O O
do O O O
n't O O O
want O O O
this O O O
job O O O
. O O O

the O O O
series O O O
is O O O
created O O O
by O O O
nationally O O O
syndicated O O O
cartoonist O O O
and O O O
author O O O
john O O B-PERSON
callahan O O I-PERSON
, O O O
who O O O
is O O O
a O O O
quadriplegic O O O
. O O O

we O O O
just O O O
felt O O O
he O O O
understands O O O
how O O O
to O O O
reach O O O
people O O O
and O O O
how O O O
to O O O
reach O O O
kids O O O
. O O O

i O O O
think O O O
kids O O O
lead O O O
the O O O
way O O O
. O O O

kids O O O
lead O O O
the O O O
way O O O
in O O O
diversity O O O
, O O O
because O O O
they O O O
're O O O
very O O O
accepting O O O
of O O O
other O O O
kids O O O
in O O O
terms O O O
of O O O
who O O O
they O O O
are O O O
, O O O
and O O O
who O O O
they O O O
really O O O
are O O O
as O O O
people O O O
. O O O

we O O O
're O O O
normal O O O
people O O O
, O O O
and O O O
that O O O
